         390556 function calls (381743 primitive calls) in 22.466 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 handlers.py:432(SocketHandler)
        1    0.000    0.000    0.000    0.000 base.py:694(FrozenList)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        5    0.000    0.000    0.000    0.000 types.py:372(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 ticker.py:1887(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
        1    0.000    0.000    0.000    0.000 pytables.py:2164(Fixed)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.000    0.000 uuid.py:55(UUID)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 pytables.py:4134(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 transforms.py:1108(Transform)
        1    0.000    0.000    0.000    0.000 _compat.py:113(writable)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:30(is_ascii_encoding)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1730(GlueSpec)
        1    0.000    0.000    0.000    0.000 cbook.py:672(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:3819(LegacyFrameTable)
        7    0.000    0.000    0.000    0.000 rrule.py:65(__init__)
        1    0.000    0.000    0.000    0.000 colorlog.py:68(__init__)
        6    0.000    0.000    0.000    0.000 _common.py:5(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 engines.py:41(AbstractEngine)
        1    0.000    0.000    0.000    0.000 patches.py:3578(BracketAB)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        6    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:514(SSLSocket)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 mathtext.py:236(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 <string>:1(RegisteredOption)
        2    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:33(ToolBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2476(BboxTransform)
        7    0.000    0.000    0.000    0.000 relativedelta.py:17(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        3    0.000    0.000    0.000    0.000 rcsetup.py:432(update_savefig_format)
      2/1    0.000    0.000    0.000    0.000 core.py:422(command_path)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 parser.py:248(add_argument)
        3    0.000    0.000    0.000    0.000 _cm.py:98(get_color_function)
        6    0.000    0.000    0.000    0.000 rcsetup.py:309(validate_color_or_inherit)
        1    0.000    0.000    0.000    0.000 plotting.py:261(__setitem__)
        1    0.000    0.000    0.000    0.000 strings.py:1825(StringAccessorMixin)
        1    0.000    0.000    0.000    0.000 ssl.py:329(SSLContext)
        1    0.000    0.000    0.000    0.000 transforms.py:2258(CompositeGenericTransform)
        9    0.000    0.000    0.000    0.000 core.py:1410(get_usage_pieces)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3674(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 nosetester.py:56(NoseTester)
        1    0.000    0.000    0.000    0.000 parser.py:228(parserinfo)
        1    0.000    0.000    0.000    0.000 ticker.py:1951(OldAutoLocator)
       10    0.000    0.000    0.000    0.000 common.py:53(outer)
        1    0.000    0.000    0.000    0.000 dviread.py:655(PsfontsMap)
        8    0.000    0.000    0.000    0.000 range.py:552(_make_evaluate_binop)
        4    0.000    0.000    0.000    0.000 sre_parse.py:741(literal)
        1    0.000    0.000    0.000    0.000 plotting.py:1674(LinePlot)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        3    0.000    0.000    0.000    0.000 base.py:607(_add_datetimelike_methods)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 backend_tools.py:24(Cursors)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1966(find_nothing)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 backports_abc.py:111(Coroutine)
        3    0.000    0.000    0.000    0.000 dtypes.py:132(construct_from_string)
        1    0.000    0.000    0.000    0.000 markers.py:44(Node)
        2    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3315(StatusbarBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(is_interactive)
        1    0.000    0.000    0.000    0.000 __init__.py:265(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 dist.py:1011(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 common.py:87(PathBase)
        1    0.000    0.000    0.000    0.000 internals.py:217(mgr_locs)
        3    0.000    0.000    0.000    0.000 rcsetup.py:188(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 resample.py:960(TimeGrouper)
        1    0.000    0.000    0.000    0.000 colors.py:788(ListedColormap)
        1    0.000    0.000    0.000    0.000 series.py:284(_set_axis)
        4    0.000    0.000    0.000    0.000 strings.py:1264(_pat_wrapper)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 scale.py:391(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolGrid)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
        1    0.000    0.000    0.000    0.000 plm.py:27(PanelOLS)
        1    0.000    0.000    0.000    0.000 list.py:11(SparseList)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1497(MouseEvent)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        6    0.000    0.000    0.000    0.000 tdi.py:42(_td_index_cmp)
        2    0.000    0.000    0.000    0.000 legend_handler.py:220(__init__)
        3    0.000    0.000    0.000    0.000 expr.py:207(disallow)
        1    0.000    0.000    0.000    0.000 transforms.py:1692(Affine2DBase)
        6    0.000    0.000    0.000    0.000 index.py:96(_dt_index_cmp)
        1    0.000    0.000    0.000    0.000 image.py:1107(BboxImage)
        4    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 stata.py:1818(StataWriter)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        4    0.000    0.000    0.000    0.000 six.py:185(__get_module)
        1    0.000    0.000    0.000    0.000 dtypes.py:8(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 mathtext.py:1854(AutoHeightChar)
        6    0.000    0.000    0.000    0.000 nanops.py:762(make_nancomp)
        1    0.000    0.000    0.000    0.000 {posix.mkdir}
        1    0.000    0.000    0.000    0.000 dtypes.py:98(CategoricalDtype)
        7    0.000    0.000    0.000    0.000 nanops.py:63(__init__)
        6    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 handlers.py:637(SysLogHandler)
        1    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
        3    0.000    0.000    0.000    0.000 pytables.py:1470(set_name)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolFullScreen)
        5    0.000    0.000    0.000    0.000 decorators.py:9(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:1066(RingBuffer)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 <string>:1(Components)
        1    0.000    0.000    0.000    0.000 tritools.py:13(TriAnalyzer)
        2    0.000    0.000    0.000    0.000 range.py:60(_ensure_int)
        1    0.000    0.000    0.000    0.000 backend_tools.py:344(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 __init__.py:1441(NullProvider)
        1    0.000    0.000    0.000    0.000 numeric.py:55(ComplexWarning)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        6    0.000    0.000    0.000    0.000 category.py:591(_make_compare)
        8    0.000    0.000    0.000    0.000 offsets.py:1662(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:654(ToolZoom)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(Popen)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        4    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        6    0.000    0.000    0.000    0.000 version.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:241(LinearTriInterpolator)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 __init__.py:1145(debug)
        1    0.000    0.000    0.000    0.000 <string>:1(ExtType)
        2    0.000    0.000    0.000    0.000 backports_abc.py:63(__subclasshook__)
        1    0.000    0.000    0.000    0.000 patches.py:2055(RArrow)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        4    0.000    0.000    0.000    0.000 decorators.py:92(command)
        1    0.000    0.000    0.000    0.000 decimal.py:3764(Context)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4193(Combine)
        1    0.000    0.000    0.000    0.000 pytables.py:4192(GenericTable)
        1    0.000    0.000    0.000    0.000 ticker.py:1495(LogLocator)
        1    0.000    0.000    0.000    0.000 <string>:1(Boxplot)
        1    0.000    0.000    0.000    0.000 geo.py:258(AitoffTransform)
        1    0.000    0.000    0.000    0.000 table.py:154(CustomCell)
        1    0.000    0.000    0.000    0.000 _internal.py:200(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 pytables.py:4067(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 plotting.py:1904(BarPlot)
        1    0.000    0.000    0.000    0.000 rfc822.py:775(AddressList)
        1    0.000    0.000    0.000    0.000 core.py:1729(get_usage_pieces)
        1    0.000    0.000    0.000    0.000 json.py:483(FrameParser)
        4    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        1    0.000    0.000    0.000    0.000 asaCompileAgeGivenSpSiHt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:74(PandasObject)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 series.py:320(name)
        1    0.000    0.000    0.000    0.000 <string>:1(_Version)
        1    0.000    0.000    0.000    0.000 offsetbox.py:494(PaddedBox)
        4    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 range.py:455(__len__)
        1    0.000    0.000    0.000    0.000 testing.py:2546(RNGContext)
        1    0.000    0.000    0.000    0.000 collections.py:1699(QuadMesh)
        4    0.000    0.000    0.000    0.000 {sys.getfilesystemencoding}
        6    0.000    0.000    0.000    0.000 offsets.py:2681(_tick_comp)
        1    0.000    0.000    0.000    0.000 httplib.py:725(HTTPConnection)
        1    0.000    0.000    0.000    0.000 base.py:137(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 <string>:1(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        4    0.000    0.000    0.000    0.000 missing.py:430(_interp_wrapper)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:328(ToolEnableAllNavigation)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 sql.py:537(SQLTable)
        1    0.000    0.000    0.000    0.000 charset.py:156(Charset)
        2    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 {pandas.lib.is_integer}
        1    0.000    0.000    0.000    0.000 collections.py:1629(TriMesh)
        3    0.000    0.000    0.000    0.000 __init__.py:491(CFunctionType)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 sql.py:1250(SQLiteTable)
        1    0.000    0.000    0.000    0.000 patches.py:3230(_Curve)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
